"","X","adult","belongs_to_collection","budget","Genre_1","Genre_2","Genre_3","Genre_4","Genre_5","Genre_6","Genre_7","Genre_8","Genre_9","Genre_10","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","Production_Company_1","Production_Company_2","Production_Company_3","Production_Company_4","Production_Company_5","Production_Company_6","Production_Company_7","Production_Company_8","Production_Company_9","Production_Company_10","Production_Company_11","Production_Company_12","Production_Company_13","Production_Company_14","Production_Company_15","Production_Company_16","Production_Company_17","Production_Company_18","Production_Company_19","Production_Company_20","Production_Company_21","Production_Company_22","Production_Company_23","Production_Company_24","Production_Company_25","Production_Company_26","Production_Company_27","Production_Countries_1","Production_Countries_2","Production_Countries_3","Production_Countries_4","Production_Countries_5","Production_Countries_6","Production_Countries_7","Production_Countries_8","Production_Countries_9","Production_Countries_10","Production_Countries_11","Production_Countries_12","Production_Countries_13","Production_Countries_14","Production_Countries_15","Production_Countries_16","Production_Countries_17","Production_Countries_18","Production_Countries_19","Production_Countries_20","Production_Countries_21","Production_Countries_22","Production_Countries_23","Production_Countries_24","Production_Countries_25","Production_Countries_26","release_date","revenue","runtime","Spoken_Language_1","Spoken_Language_2","Spoken_Language_3","Spoken_Language_4","Spoken_Language_5","Spoken_Language_6","Spoken_Language_7","Spoken_Language_8","Spoken_Language_9","Spoken_Language_10","Spoken_Language_11","Spoken_Language_12","Spoken_Language_13","Spoken_Language_14","Spoken_Language_15","Spoken_Language_16","Spoken_Language_17","Spoken_Language_18","Spoken_Language_19","Spoken_Language_20","status","tagline","title","video","vote_average","vote_count","profit","movies.data$id"
"4319",4320,FALSE,"Legally Blonde Collection",1.8e+07,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","8835","tt0250494","en","Legally Blonde","Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.","12.769371","/1gAnkZNAd3HqgWL7aqSOQFwt7D1.jpg","Marc Platt Productions","Metro-Goldwyn-Mayer (MGM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-13,141774679,96,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Don't judge a book by its hair color!","Legally Blonde",FALSE,6.2,908,123774679,"8835"
"4320",4321,FALSE,"",6.8e+07,"Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,"","11371","tt0227445","en","The Score","An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.","14.741992","/8d9HG9An0WOPNQywo99QyEptLHz.jpg","Paramount Pictures","Mandalay Pictures","Horseshoe Bay Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-13,71069884,124,"English"," Français",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","There are no partners in crime","The Score",FALSE,6.7,436,3069884,"11371"
"4324",4325,FALSE,"",5e+06,"Action","Comedy","Thriller",NA,NA,NA,NA,NA,NA,NA,"","15745","tt0227005","en","Made","Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.","3.531682","/4EprGJdGQSu16HxpwjkvpMpcbiC.jpg","Artisan Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-13,5476060,94,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Welcome to disorganized crime.","Made",FALSE,6.3,55,476060,"15745"
"4338",4339,FALSE,"",7500000,"Action","Adventure","Drama","Thriller",NA,NA,NA,NA,NA,NA,"","9395","tt0094602","en","Above the Law","Seagal is Nico Toscani, an Italian immigrant, American patriot, ex-CIA agent, aikido specialist, and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice: expert and thorough bone-crushing.","5.283245","/5flixIwuJt7Vs00mqasZsSnrzG8.jpg","Warner Bros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hong Kong"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-04-08,18869631,99,"English"," Español",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","He's a cop who believes no one is above the law.","Above the Law",FALSE,5.9,140,11369631,"9395"
"4339",4340,FALSE,"",46630000,"Action","Adventure","Comedy","Fantasy",NA,NA,NA,NA,NA,NA,"","14506","tt0096764","en","The Adventures of Baron Munchausen","An account of Baron Munchausen's supposed travels and fantastical experiences with his band of misfits.","7.753416","/75SlrEn0RCb2Ng18cCE82S00Hi5.jpg","Columbia Pictures Corporation","Laura Films","Allied Filmmakers","Prominent Features",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy"," United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-12-07,8083123,126,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Remarkable. Unbelievable. Impossible. And true.","The Adventures of Baron Munchausen",FALSE,6.9,185,-38546877,"14506"
"4340",4341,FALSE,"",4e+06,"Thriller","Horror","Drama",NA,NA,NA,NA,NA,NA,NA,"","5333","tt0094667","en","Apartment Zero","The owner of a failing cinema and his mysterious boarder are caught up in the political intrigue of Argentina.","3.927714","/4p1zUQHojl5ELFOxdBntAQ7D6kf.jpg","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"," United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-09-30,670774,124,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","Apartment Zero",FALSE,6.9,12,-3329226,"5333"
"4344",4345,FALSE,"",4e+06,"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"","59797","tt0094701","en","Bad Dreams","Unity Field, a ""free love"" cult from the '70s, is mostly remembered for its notorious mass suicide led by Harris, its charismatic leader. While all members are supposed to burn in a fire together, young Cynthia is spared by chance. Years later, the nightmare of Unity Field remains buried in her mind. But when those around Cynthia start killing themselves, and she begins having visions of Harris, she may be forced to confront the past -- before it confronts her.","5.296777","/16wxKRGegbX47KJUnO4Z1qw23YQ.jpg","No Frills Film Production",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-04-08,9797098,86,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","When Cynthia wakes up. She'll wish she were dead...","Bad Dreams",FALSE,5.3,31,5797098,"59797"
"4350",4351,FALSE,"",2e+07,"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,"","19382","tt0094746","en","Biloxi Blues","During the Second World War, Eugene enlists in the US Army during the last year of the War and is sent to basic training in Biloxi Mississippi. There he must live with a variety of fellow soldiers while enduring the whims of a mentally unstable drill sergeant.","4.619593","/6Xy8MrvTCF0PMWaAGeQjdpDgjYT.jpg","Universal Pictures","Rastar Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-03-25,51684798,106,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The Army made Eugene a man. But Daisy gave him basic training!","Biloxi Blues",FALSE,6.4,72,31684798,"19382"
"4352",4353,FALSE,"",1.9e+07,"Horror","Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"","9599","tt0094761","en","The Blob","Remake of the 1958 horror sci-fi about a deadly blob which is the spawn of a secret government germ warfare project which consumes everyone in its path. Teenagers try in vain to warn the townsfolk, who refuse to take them seriously, while government agents try to cover up the evidence and confine the creature.","10.874079","/hUZXLtqL0In7F6IXEQHapkqXa0G.jpg","TriStar Pictures","Palisades California Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-08-05,8247943,95,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Scream now, while there's still room to breathe.  Terror has no shape.","The Blob",FALSE,6.3,187,-10752057,"9599"
"4353",4354,FALSE,"",8e+06,"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"","94440","tt0094783","en","The Boost","Lenny Brown moves to California to find his fortune in tax shelter investments. When the federal government changes the tax laws, poor Lenny finds himself $700,000 in hock with nowhere to turn. His friend, Joel, introduces him to cocaine to give Lenny that needed ""boost"". What ensues next is a descent into drug addiction and insanity as Lenny tries to regain control of his life, all the while needing that extra ""boost"".","0.964399","/hsI1tKyKbkLRQ12jddVvk51mutD.jpg","Hemdale Film Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-12-23,784990,95,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Imagine having all the power, passion and pleasure money can buy. Now imagine losing them.","The Boost",FALSE,5.3,12,-7215010,"94440"
"4359",4360,FALSE,"",2e+07,"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"","7520","tt0094889","en","Cocktail","A talented New York bartender takes a job at a bar in Jamaica and falls in love.","9.270831","/60mYYP531cZ1l7zbQcLm1lwbHEF.jpg","Touchstone Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-07-29,171504781,104,"English"," Português",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","When he pours, he reigns.","Cocktail",FALSE,5.7,330,151504781,"7520"
"4360",4361,FALSE,"",6e+06,"Action","Crime","Drama",NA,NA,NA,NA,NA,NA,NA,"","10126","tt0094894","en","Colors","A confident young cop is shown the ropes by a veteran partner in the dangerous gang-controlled barrios of Los Angeles, where the gang culture is enforced by the colors the members wear.","5.529808","/aK8kTpbsdY10GCimRt1dIaUq0e8.jpg","Orion Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-04-15,46616067,120,"English"," Español",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","70,000 gang members. One million guns. Two cops.","Colors",FALSE,6.6,100,40616067,"10126"
"4361",4362,FALSE,"",3.9e+07,"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"","9602","tt0094898","en","Coming to America","Prince Akeem, heir to the throne of Zamunda, leaves the tropical paradise kingdom in search of his queen. What better place than Queens, New York to find his bride? Joined by his loyal servant and friend, Semmi, Akeem attempts to blend in as an ordinary American and begin his search.","7.830087","/7v1Sy0HC5KEM1DMM4Bpy5gVly1K.jpg","Paramount Pictures","Eddie Murphy Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-06-28,288752301,116,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The Four Funniest Men in America are Eddie Murphy.","Coming to America",FALSE,6.5,944,249752301,"9602"
"4364",4365,FALSE,"Critters Collection",2e+06,"Action","Comedy","Horror","Science Fiction","Thriller",NA,NA,NA,NA,NA,"","3980","tt0090887","en","Critters","A massive ball of furry creatures from another world eat their way through a small mid-western town followed by intergalactic bounty hunters opposed only by militant townspeople.","10.113807","/7tFJqfcmu7sAxwcRwQ0j9qnGrok.jpg","New Line Cinema","Smart Egg Pictures","Sho Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-04-11,13167232,82,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","They eat so fast, you don't have time to scream.","Critters",FALSE,5.9,221,11167232,"3980"
"4365",4366,FALSE,"Critters Collection",4500000,"Comedy","Horror","Science Fiction","Thriller",NA,NA,NA,NA,NA,NA,"","10127","tt0094919","en","Critters 2","A batch of unhatched critter eggs are mistaken for Easter eggs by the country-folk inhabitants of Grover's Bend and, before long, the ferocious furballs are on the rampage again.","9.97523","/8aEf1xiAemsZIMpAL6pHQeJvOw2.jpg","New Line Cinema","Sho Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-04-29,3813293,86,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Get Ready for Seconds... They're Back","Critters 2",FALSE,5,91,-686707,"10127"
"4374",4375,FALSE,"Ernest Collection",6e+06,"Comedy","Family",NA,NA,NA,NA,NA,NA,NA,NA,"","26386","tt0095107","en","Ernest Saves Christmas","When Santa Claus decides to retire and pass on his magic bag of Christmas surprises to a new Saint Nick, he enlists the aid of a hilarious assortment of characters. A perky teen runaway and hapless taxi driver Ernest P. Worrell must convince a skeptical kiddie-show host to take over the post of Father Christmas.","3.590547","/pL1KVfAei3i5FAgysbPiE1MUW6L.jpg","Touchstone Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-11-11,28202109,95,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","A Holiday Comedy Unlike Any Other!","Ernest Saves Christmas",FALSE,4.9,47,22202109,"26386"
"4378",4379,FALSE,"",2e+07,"Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,"","10675","tt0095174","en","Frantic","Ford plays an American doctor whose wife suddenly vanishes in Paris. To find her, he navigates a puzzling web of language, locale, laissez-faire cops, triplicate-form filling bureaucrats and a defiant, mysterious waif who knows more than she tells.","8.105859","/wOaBEIhiEA832ifEQ4CNxVHrh1c.jpg","The Mount Company","Warner Bros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-02-16,17637950,120,"English"," Français",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","They've taken his wife. Now he's taking action.","Frantic",FALSE,6.6,232,-2362050,"10675"
"4381",4382,FALSE,"",2.4e+07,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2617","tt0095253","en","The Great Outdoors","It's vacation time for outdoorsy Chicago man Chet Ripley, along with his wife, Connie, and their two kids, Buck and Ben. But a serene weekend of fishing at a Wisconsin lakeside cabin gets crashed by Connie's obnoxious brother-in-law, Roman Craig, his wife, Kate, and the couple's two daughters. As the excursion wears on, the Ripleys find themselves at odds with the stuffy Craig family.","11.666172","/eSruS487kYsjr7k3QJayktlIYyp.jpg","Universal Pictures","Hughes Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-06-17,43455230,91,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The wildlife is wild, but his brother-in-law in unbearable.","The Great Outdoors",FALSE,6.4,155,19455230,"2617"
"4384",4385,FALSE,"",9e+06,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.wbshop.com/product/hot+to+trot+1000180065.do","30690","tt0095326","en","Hot to Trot","Fred P. Chaney receives as inheritance after the death of his mother a speaking horse that also has good knowledge about the stock-market. With the help of this horse Fred gains a lot at the stock-market of Chicago.","1.99161","/5HBBL9KNDcRDEdNjLZKqNyYbSOa.jpg","Warner Bros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-08-26,6436211,88,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","When I Talk You're Gonna Laugh Yourself Hoarse!","Hot to Trot",FALSE,5.1,17,-2563789,"30690"
"4390",4391,FALSE,"",2500000,"Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA,"","11347","tt0095488","en","The Lair of the White Worm","In a remote corner of England's Peak District, a mysterious skull is unearthed. But even weirder is that Lady Sylvia steals the skull for use in worshiping - very erotically - her pagan god, The White Worm, who hungers for the taste of virginal flesh.","9.97466","/sSNQFYOHkey0Yke2qR3y1Y7KX6e.jpg","White Lair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-09-14,1189315,93,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","The Lair of the White Worm",FALSE,5.8,59,-1310685,"11347"
"4391",4392,FALSE,"The Land Before Time Collection",12300000,"Animation","Adventure","Family",NA,NA,NA,NA,NA,NA,NA,"","12144","tt0095489","en","The Land Before Time","An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive.","13.631352","/hkKSmDRnbKUBAyZszz9b4kcQhvt.jpg","Lucasfilm","Universal Pictures","Amblin Entertainment","Sullivan Bluth Studios","U-Drive Productions","Universal City Studios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-11-18,84460846,69,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","A new adventure is born.","The Land Before Time",FALSE,7,660,72160846,"12144"
"4392",4393,FALSE,"",8e+06,"Comedy","Family",NA,NA,NA,NA,NA,NA,NA,NA,"","13704","tt0095519","en","License to Drive","Teenager Les Anderson thinks his life can't get any worse after he flunks his driver's exam, but he's wrong. Even though he didn't receive his license, Les refuses to break his date with the cool Mercedes Lane, and he decides to lift his family's prize luxury car for the occasion. Unfortunately, Mercedes sneaks some booze along and passes out drunk, and a confused Les makes the bad decision of enlisting his rebellious friend, Dean, to help.","9.631158","/fIEH2uWrR2KkFuYKnL56f0PQFrP.jpg","Twentieth Century Fox Film Corporation","Davis Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-07-06,22433275,90,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Some guys get all the brakes!","License to Drive",FALSE,6.1,100,14433275,"13704"
"4398",4399,FALSE,"",2e+07,"Comedy","Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"","12120","tt0095687","en","My Stepmother is an Alien","Trying to rescue her home planet from destruction, a gorgeous extraterrestrial named Celeste arrives on Earth and begins her scientific research. She woos quirky scientist Dr. Steve Mills, a widower with a young daughter. Before long, Celeste finds herself in love with Steve and her new life on Earth, where she experiences true intimacy for the first time. But when she loses sight of her mission, she begins to question where she belongs.","6.493525","/o9feh3DGHvNZ835cm2ajYHwZwiN.jpg","Weintraub Entertainment Group","The Catalina Production Group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-12-09,13854000,108,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Man's closest encounter.","My Stepmother is an Alien",FALSE,5.3,132,-6146000,"12120"
"4400",4401,FALSE,"",1.2e+07,"Action","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,"","38617","tt0095774","en","Off Limits","McGriff and Albaby are probably doing the worst law enforcement job in the world - they are plain clothes U.S. military policemen on duty in war-time Saigon. However, their job becomes even harder when they start investigating the serial killings of local prostitutes. Their prime suspect is high ranking U.S. Army officer which brings their lives in danger.","11.516965","/wkqAfTLDZe9OSDVoYir11S81lO5.jpg","Twentieth Century Fox Film Corporation","American Entertainment Partners L.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-03-11,7242035,102,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Being a cop is tough. But in Saigon, 1968, being a cop is crazy.","Off Limits",FALSE,5.6,16,-4757965,"38617"
"4402",4403,FALSE,"",8e+06,"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","51321","tt0095853","en","Permanent Record","David Sinclair seems to have everything going for him: he's smart, musically talented, and very successful. To top off his senior year in high school, his band is trying to get a recording session. Therefore, David's suicide leaves everyone, especially his best friend and band-mate, Chris, with a lot of questions.","1.194377","/a5DZoqNJ8O1Az0TMJFMyxo8PqyJ.jpg","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-04-22,1893139,91,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","High school. Senior year. His suicide shattered their world. Their courage drove them to pick up the pieces.","Permanent Record",FALSE,5.7,9,-6106861,"51321"
"4403",4404,FALSE,"",2.9e+07,"Action","Crime",NA,NA,NA,NA,NA,NA,NA,NA,"","9604","tt0095963","en","Red Heat","A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.","14.25013","/tCBns5Uxpy82dvs0pztDtD2CeL8.jpg","TriStar Pictures","Oak Pictures","Carolco Entertainment","Lone Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-06-17,34994648,104,"English"," Pусский",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Moscow's toughest detective. Chicago's craziest cop. There's only one thing worse than making them mad. Making them partners.","Red Heat",FALSE,5.8,360,5994648,"9604"
